ticket_id,issue_type,issue_description,case_owner,case_owner_description,street_address,city,state_province,zip_postal_code,neighborhood_district_ward_etc,created_year_month,ticket_created_date_time,ticket_last_updated_date_time,ticket_closed_date_time,ticket_status,x_coordinate,y_coordinate,latitude,longitude,location_geo_coded,method_received,goal_days,actual_completed_days,days_open
18-10208782,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,3231 NW 94TH ST,Miami_Dade_County,Florida,33147,District 2,20185,2018-05-26,2018-05-27,NA,OPEN,902467.748,555278.25,25.859364,-80.251014,"3231 NW 94TH ST
MIAMI, Florida 33147
(25.859364, -80.251014)",PHONE,3,NA,22
18-10208900,TETHERED DOG,NA,Animal_Services,Animal Services,20 W 32ND ST,City_of_Hialeah,Florida,33012,District 6,20185,2018-05-27,2018-05-27,NA,OPEN,892009.108,552215.148,25.851097,-80.282867,"20 W 32ND ST
MIAMI, Florida 33012
(25.851097, -80.282867)",INHOUSE,14,NA,21
18-10208901,TETHERED DOG,NA,Animal_Services,Animal Services,928 NW 55TH TER,City_of_Miami,Florida,33127,District 3,20185,2018-05-27,2018-05-27,NA,OPEN,915414.381,543298.924,25.826198,-80.211866,"928 NW 55TH TER
MIAMI, Florida 33127
(25.826198, -80.211866)",INHOUSE,14,NA,21
18-10197810,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,1719 NW 62ND ST,Miami_Dade_County,Florida,33147,District 3,20185,2018-05-19,2018-05-21,NA,OPEN,910957.147,545272.254,25.8317,-80.22538,"1719 NW 62ND ST
MIAMI, Florida 33147
(25.8317, -80.22538)",WEB,3,NA,29
18-10197994,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,12175 SW 250TH TER,Miami_Dade_County,Florida,33032,District 8,20185,2018-05-19,2018-05-19,NA,OPEN,857870.739,436913.906,25.534341,-80.38829,"12175 SW 250TH TER
MIAMI, Florida 33032
(25.534341, -80.38829)",PHONE,3,NA,29
18-10198049,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,27820 SW 174TH AVE,Miami_Dade_County,Florida,33031,District 8,20185,2018-05-19,2018-05-19,NA,OPEN,829647.689,426993.689,25.507379,-80.473999,"27820 SW 174TH AVE
MIAMI, Florida 33031
(25.507379, -80.473999)",PHONE,3,NA,29
18-10198083,LOST PET,NA,Animal_Services,Animal Services,9603 SW 69TH PL,City_of_Pinecrest,Florida,33156,District 7,20185,2018-05-19,2018-05-19,NA,OPEN,883981.998,490478.904,25.681364,-80.308259,"9603 SW 69TH PL
MIAMI, Florida 33156
(25.681364, -80.308259)",PHONE,3,NA,29
18-10198115,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,1480 NW 73RD ST,Miami_Dade_County,Florida,33147,District 3,20185,2018-05-19,2018-05-29,NA,OPEN,911801.375,548756.435,25.841272,-80.222751,"1480 NW 73RD ST
MIAMI, Florida 33147
(25.841272, -80.222751)",PHONE,3,NA,29
18-10209057,ANIMAL BITE TO A PERSON,NA,Animal_Services,Animal Services,1463 NE 181ST ST,City_of_North_Miami_Beach,Florida,33162,District 4,20185,2018-05-28,2018-06-01,NA,OPEN,928425.747,585608.125,25.942376,-80.171501,"1463 NE 181ST ST
MIAMI, Florida 33162
(25.942376, -80.171501)",INHOUSE,14,NA,20
18-10216593,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,8895 NW S RIVER DR,Town_of_Medley,Florida,33166,District 12,20185,2018-05-31,2018-05-31,NA,OPEN,878565.046,553294.069,25.854262,-80.323728,"8895 NW S RIVER DR
MIAMI, Florida 33166
(25.854262, -80.323728)",PHONE,3,NA,17
18-10216611,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,1035 NE 107TH ST,Miami_Dade_County,Florida,33161,District 3,20185,2018-05-31,2018-05-31,NA,OPEN,926593.685,560867.562,25.874344,-80.177548,"1035 NE 107TH ST
MIAMI, Florida 33161
(25.874344, -80.177548)",PHONE,3,NA,17
18-10216732,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,3350 W 18TH AVE,City_of_Hialeah,Florida,33012,District 13,20185,2018-05-31,2018-05-31,NA,OPEN,879914.248,552797.499,25.852876,-80.319633,"3350 W 18TH AVE
MIAMI, Florida 33012
(25.852876, -80.319633)",PHONE,3,NA,17
18-10216756,LOST PET,NA,Animal_Services,Animal Services,28821 SW 147TH AVE,Miami_Dade_County,Florida,33033,District 8,20185,2018-05-31,2018-05-31,NA,OPEN,844645.625,423998.065,25.498967,-80.428565,"28821 SW 147TH AVE
MIAMI, Florida 33033
(25.498967, -80.428565)",PHONE,3,NA,17
18-10216895,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,12393 SW 250TH TER,Miami_Dade_County,Florida,33032,District 8,20185,2018-05-31,2018-05-31,NA,OPEN,856619.25,437195.784,25.535133,-80.392082,"12393 SW 250TH TER
MIAMI, Florida 33032
(25.535133, -80.392082)",PHONE,3,NA,17
18-10217148,DOG TRAP REQUEST,NA,Animal_Services,Animal Services,1049 NW 83RD ST,Miami_Dade_County,Florida,33150,District 2,20185,2018-05-31,2018-05-31,NA,OPEN,914538.249,552271.498,25.850898,-80.214366,"1049 NW 83RD ST
MIAMI, Florida 33150
(25.850898, -80.214366)",PHONE,12,NA,17
18-10198272,TETHERED DOG,NA,Animal_Services,Animal Services,1894 NW 55TH TER,City_of_Miami,Florida,33142,District 3,20185,2018-05-20,2018-05-20,NA,OPEN,909941.56,543057.499,25.825623,-80.228507,"1894 NW 55TH TER
MIAMI, Florida 33142
(25.825623, -80.228507)",INHOUSE,14,NA,28
18-10198322,TETHERED DOG,NA,Animal_Services,Animal Services,3491 NW 211TH ST,City_of_Miami_Gardens,Florida,33056,District 1,20185,2018-05-20,2018-05-20,NA,OPEN,899217.747,594743.372,25.96799,-80.260219,"3491 NW 211TH ST
MIAMI, Florida 33056
(25.96799, -80.260219)",INHOUSE,14,NA,28
18-10198095,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,600 SHARAR AVE,City_of_Opa-Locka,Florida,33054,District 1,20185,2018-05-19,2018-05-28,NA,OPEN,900919.02,572126.514,25.905741,-80.255433,"600 SHARAR AVE
MIAMI, Florida 33054
(25.905741, -80.255433)",PHONE,3,NA,29
18-10209158,TETHERED DOG,NA,Animal_Services,Animal Services,9951 NW 25TH TER,City_of_Doral,Florida,33172,District 12,20185,2018-05-29,2018-05-29,NA,OPEN,867425.289,532524.553,25.797273,-80.357908,"9951 NW 25TH TER
MIAMI, Florida 33172
(25.797273, -80.357908)",PHONE,14,NA,19
18-10209167,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,360 W 53RD ST,City_of_Hialeah,Florida,33012,District 13,20185,2018-05-29,2018-05-29,NA,OPEN,889730.999,559111.187,25.870104,-80.28968,"360 W 53RD ST
MIAMI, Florida 33012
(25.870104, -80.28968)",PHONE,3,NA,19
18-10208857,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,9782 NW 128TH LN,City_of_Hialeah_Gardens,Florida,33018,District 12,20185,2018-05-27,2018-05-29,NA,OPEN,867022.06,566179.124,25.889871,-80.358635,"9782 NW 128TH LN
MIAMI, Florida 33018
(25.889871, -80.358635)",WEB,3,NA,21
18-10208940,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,10994 NE 12TH AVE,Miami_Dade_County,Florida,33161,District 3,20185,2018-05-28,2018-05-29,NA,OPEN,927808.492,561651.105,25.876478,-80.173839,"10994 NE 12TH AVE
MIAMI, Florida 33161
(25.876478, -80.173839)",IPHONE,3,NA,20
18-10209201,ANIMAL BITE TO A PERSON,NA,Animal_Services,Animal Services,8804 SW 141ST ST,City_of_Palmetto_Bay,Florida,33176,District 8,20185,2018-05-29,2018-06-02,NA,OPEN,875288.432,475076.731,25.63911,-80.33489,"8804 SW 141ST ST
MIAMI, Florida 33176
(25.63911, -80.33489)",PHONE,14,NA,19
18-10209296,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,2948 NW 59TH ST,Miami_Dade_County,Florida,33142,District 3,20185,2018-05-29,2018-06-01,NA,OPEN,904832.827,543959.903,25.828188,-80.244021,"2948 NW 59TH ST
MIAMI, Florida 33142
(25.828188, -80.244021)",PHONE,3,NA,19
18-10209564,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,7020 W 35TH AVE,City_of_Hialeah,Florida,33018,District 12,20185,2018-05-29,2018-05-29,NA,OPEN,868054.533,564928.799,25.886417,-80.355513,"7020 W 35TH AVE
MIAMI, Florida 33018
(25.886417, -80.355513)",PHONE,3,NA,19
18-10209648,FOUND PET,NA,Animal_Services,Animal Services,1795 SW 12TH ST,City_of_Miami,Florida,33135,District 5,20185,2018-05-29,2018-05-29,NA,OPEN,911490.185,519893.468,25.76187,-80.224214,"1795 SW 12TH ST
MIAMI, Florida 33135
(25.76187, -80.224214)",PHONE,10,NA,19
18-10209687,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,25806 SW 123RD CT,Miami_Dade_County,Florida,33032,District 8,20185,2018-05-29,2018-05-29,NA,OPEN,856869.251,434477.345,25.52765,-80.391361,"25806 SW 123RD CT
MIAMI, Florida 33032
(25.52765, -80.391361)",PHONE,3,NA,19
18-10209740,LOST PET,NA,Animal_Services,Animal Services,9420 SW 65TH ST,Miami_Dade_County,Florida,33173,District 10,20185,2018-05-29,2018-05-29,NA,OPEN,871159.124,499979.093,25.707681,-80.34705,"9420 SW 65TH ST
MIAMI, Florida 33173
(25.707681, -80.34705)",PHONE,3,NA,19
18-10209744,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,19430 NW 4TH AVE,City_of_Miami_Gardens,Florida,33169,District 1,20185,2018-05-29,2018-05-29,NA,OPEN,915920.872,589389.247,25.952991,-80.209482,"19430 NW 4TH AVE
MIAMI, Florida 33169
(25.952991, -80.209482)",PHONE,3,NA,19
18-10209750,LOST PET,NA,Animal_Services,Animal Services,9420 SW 65TH ST,Miami_Dade_County,Florida,33173,District 10,20185,2018-05-29,2018-05-29,NA,OPEN,871159.124,499979.093,25.707681,-80.34705,"9420 SW 65TH ST
MIAMI, Florida 33173
(25.707681, -80.34705)",PHONE,3,NA,19
18-10209796,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,2536 NW 24TH ST,City_of_Miami,Florida,33142,District 2,20185,2018-05-29,2018-05-29,NA,OPEN,906708.767,533246.068,25.798682,-80.238506,"2536 NW 24TH ST
MIAMI, Florida 33142
(25.798682, -80.238506)",PHONE,3,NA,19
18-10209907,LOST PET,NA,Animal_Services,Animal Services,6195 W 18TH AVE,City_of_Hialeah,Florida,33012,District 12,20185,2018-05-29,2018-05-29,NA,OPEN,880373.726,562224.965,25.878807,-80.318087,"6195 W 18TH AVE
MIAMI, Florida 33012
(25.878807, -80.318087)",PHONE,3,NA,19
18-10210081,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,8745 NW 23RD AVE,Miami_Dade_County,Florida,33147,District 2,20185,2018-05-29,2018-05-29,NA,OPEN,907532.623,553405.248,25.854131,-80.235647,"8745 NW 23RD AVE
MIAMI, Florida 33147
(25.854131, -80.235647)",PHONE,3,NA,19
18-10210121,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,7080 W 35TH AVE,City_of_Hialeah,Florida,33018,District 12,20185,2018-05-29,2018-05-29,NA,OPEN,868048.436,565092.091,25.886866,-80.355529,"7080 W 35TH AVE
MIAMI, Florida 33018
(25.886866, -80.355529)",PHONE,3,NA,19
18-10210201,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,14370 SW 205TH AVE,Miami_Dade_County,Florida,33196,District 9,20185,2018-05-29,2018-05-29,NA,OPEN,812259.567,471732.96,25.630656,-80.526234,"14370 SW 205TH AVE
MIAMI, Florida 33196
(25.630656, -80.526234)",PHONE,3,NA,19
18-10210290,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,20901 SW 376TH ST,Miami_Dade_County,Florida,33034,District 9,20185,2018-05-29,2018-05-29,NA,OPEN,811321.26,394800.925,25.41899,-80.529908,"20901 SW 376TH ST
MIAMI, Florida 33034
(25.41899, -80.529908)",PHONE,3,NA,19
18-10210462,TETHERED DOG,NA,Animal_Services,Animal Services,11815 NE 2ND AVE,Miami_Dade_County,Florida,33161,District 3,20185,2018-05-29,2018-05-29,NA,OPEN,921137.199,564227.37,25.88368,-80.194079,"11815 NE 2ND AVE
MIAMI, Florida 33161
(25.88368, -80.194079)",PHONE,14,NA,19
18-10210622,ANIMAL SERVICES DOG TAG CHECK,NA,Animal_Services,Animal Services,19610 NE MIAMI CT,Miami_Dade_County,Florida,33179,District 1,20185,2018-05-29,2018-06-03,NA,OPEN,918736.937,590046.685,25.954753,-80.2009,"19610 NE MIAMI CT
MIAMI, Florida 33179
(25.954753, -80.2009)",PHONE,0,NA,19
18-10211341,LOST PET,NA,Animal_Services,Animal Services,19334 NW 67TH PL,Miami_Dade_County,Florida,33015,District 1,20185,2018-05-29,2018-05-29,NA,OPEN,882873.873,587474.623,25.948238,-80.310079,"19334 NW 67TH PL
MIAMI, Florida 33015
(25.948238, -80.310079)",PHONE,3,NA,19
18-10211288,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,4624 NW 133RD ST,City_of_Opa-Locka,Florida,33054,District 2,20185,2018-05-29,2018-05-31,NA,OPEN,894741.262,568070.633,25.894678,-80.274293,"4624 NW 133RD ST
MIAMI, Florida 33054
(25.894678, -80.274293)",PHONE,3,NA,19
18-10211417,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,14432 SW 280TH ST,Miami_Dade_County,Florida,33033,District 9,20185,2018-05-29,2018-05-29,NA,OPEN,845798.849,426272.31,25.50521,-80.425039,"14432 SW 280TH ST
MIAMI, Florida 33033
(25.50521, -80.425039)",PHONE,3,NA,19
18-10211586,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,1395 NW 22ND ST,City_of_Miami,Florida,33142,District 3,20185,2018-05-29,2018-05-29,NA,OPEN,913120.875,533000.998,25.797905,-80.219023000000007,"1395 NW 22ND ST
MIAMI, Florida 33142
(25.797905, -80.219023)",PHONE,3,NA,19
18-10211604,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,11255 NW 106TH ST,Miami_Dade_County,Florida,33178,District 12,20185,2018-05-29,2018-05-29,NA,OPEN,859887.758,559025.771,25.870285,-80.380437,"11255 NW 106TH ST
MIAMI, Florida 33178
(25.870285, -80.380437)",PHONE,3,NA,19
18-10211636,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,1325 PERI ST,City_of_Opa-Locka,Florida,33054,District 1,20185,2018-05-29,2018-05-29,NA,OPEN,904267.457,573761.593,25.910186,-80.245219,"1325 PERI ST
MIAMI, Florida 33054
(25.910186, -80.245219)",PHONE,3,NA,19
18-10199053,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,18710 SW 122ND AVE,Miami_Dade_County,Florida,33177,District 9,20185,2018-05-21,2018-05-21,NA,OPEN,857460.189,458723.127,25.594352,-80.389231,"18710 SW 122ND AVE
MIAMI, Florida 33177
(25.594352, -80.389231)",PHONE,3,NA,27
18-10199435,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,3350 W 18TH AVE,City_of_Hialeah,Florida,33012,District 13,20185,2018-05-21,2018-05-21,NA,OPEN,879914.248,552797.499,25.852876,-80.319633,"3350 W 18TH AVE
MIAMI, Florida 33012
(25.852876, -80.319633)",PHONE,3,NA,27
18-10199768,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,15320 NW 32ND CT,City_of_Miami_Gardens,Florida,33054,District 1,20185,2018-05-21,2018-05-28,NA,OPEN,901637.812,575128.873,25.913989,-80.253194,"15320 NW 32ND CT
MIAMI, Florida 33054
(25.913989, -80.253194)",PHONE,3,NA,27
18-10200020,TETHERED DOG,NA,Animal_Services,Animal Services,229 NW 49TH ST,City_of_Miami,Florida,33127,District 3,20185,2018-05-21,2018-05-21,NA,OPEN,919231.311,541371.249,25.820832,-80.200298,"229 NW 49TH ST
MIAMI, Florida 33127
(25.820832, -80.200298)",PHONE,14,NA,27
18-10200462,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NW 22ND AVE & NW 7TH ST,City_of_Miami,Florida,33125,District 5,20185,2018-05-21,2018-05-21,NA,OPEN,909154.487,526363.83,25.779709,-80.231196,"NW 22ND AVE &amp; NW 7TH ST
MIAMI, Florida 33125
(25.779709, -80.231196)",PHONE,3,NA,27
18-10202969,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,SW 42ND AVE & W FLAGLER ST,City_of_Miami,Florida,33134,District 6,20185,2018-05-23,2018-06-01,NA,OPEN,898492.393,523385.766,25.771683,-80.263645,"SW 42ND AVE &amp; W FLAGLER ST
MIAMI, Florida 33134
(25.771683, -80.263645)",PHONE,3,NA,25
18-10198400,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,1421 NW 53RD ST,City_of_Miami,Florida,33142,District 3,20185,2018-05-21,2018-05-21,NA,OPEN,912470.562,542472.249,25.823972,-80.220829,"1421 NW 53RD ST
MIAMI, Florida 33142
(25.823972, -80.220829)",PHONE,3,NA,27
18-10198402,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,17144 NW 24TH PL,City_of_Miami_Gardens,Florida,33056,District 1,20185,2018-05-21,2018-05-21,NA,OPEN,905094.999,581238.25,25.930743,-80.24257,"17144 NW 24TH PL
MIAMI, Florida 33056
(25.930743, -80.24257)",PHONE,3,NA,27
18-10198481,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,5701 NW 111TH ST,Miami_Dade_County,Florida,33012,District 13,20185,2018-05-21,2018-05-21,NA,OPEN,889115.999,560711.685,25.874516,-80.291524,"5701 NW 111TH ST
MIAMI, Florida 33012
(25.874516, -80.291524)",PHONE,3,NA,27
18-10205372,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,W 28TH AVE & W 74TH ST,City_of_Hialeah,Florida,33016,District 12,20185,2018-05-24,2018-05-24,NA,OPEN,873216.811,566146.75,25.889697,-80.339793,"W 28TH AVE &amp; W 74TH ST
MIAMI, Florida 33016
(25.889697, -80.339793)",PHONE,3,NA,24
18-10198251,DOG TRAP REQUEST,NA,Animal_Services,Animal Services,1241 NE 158TH ST,City_of_North_Miami_Beach,Florida,33162,District 2,20185,2018-05-20,2018-05-21,NA,OPEN,927311.561,577875.812,25.921123,-80.17504,"1241 NE 158TH ST
MIAMI, Florida 33162
(25.921123, -80.17504)",INHOUSE,12,NA,28
18-10198347,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,525 NW 36TH ST,City_of_Miami,Florida,33127,District 3,20185,2018-05-20,2018-05-21,NA,OPEN,918126,537754.801,25.810901,-80.203725,"525 NW 36TH ST
MIAMI, Florida 33127
(25.810901, -80.203725)",WEB,3,NA,28
18-10198665,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,3720 NW 171ST ST,City_of_Miami_Gardens,Florida,33055,District 1,20185,2018-05-21,2018-05-21,NA,OPEN,898865.56,580636.874,25.929186,-80.261534,"3720 NW 171ST ST
MIAMI, Florida 33055
(25.929186, -80.261534)",PHONE,3,NA,27
18-10198712,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,100 NE 6TH AVE,City_of_Homestead,Florida,33030,District 8,20185,2018-05-21,2018-05-24,NA,OPEN,831912.979,413851.994,25.471196,-80.46729,"100 NE 6TH AVE
HOMESTEAD, Florida 33030
(25.471196, -80.46729)",PHONE,3,NA,27
18-10206860,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,SW 224TH ST & SW 112TH AVE,Miami_Dade_County,Florida,33170,District 9,20185,2018-05-25,2018-05-27,NA,OPEN,863149.726,445904.797,25.559011,-80.372153,"SW 224TH ST &amp; SW 112TH AVE
MIAMI, Florida 33170
(25.559011, -80.372153)",PHONE,3,NA,23
18-10199147,LOST PET,NA,Animal_Services,Animal Services,19708 BOBOLINK DR,Miami_Dade_County,Florida,33015,District 1,20185,2018-05-21,2018-05-21,NA,OPEN,882599.25,589131.061,25.952799,-80.310889,"19708 BOBOLINK DR
MIAMI, Florida 33015
(25.952799, -80.310889)",PHONE,3,NA,27
18-10199233,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,72 W 5TH ST,City_of_Hialeah,Florida,33010,District 6,20185,2018-05-21,2018-05-21,NA,OPEN,892048.103,543166.398,25.826202,-80.282899,"72 W 5TH ST
MIAMI, Florida 33010
(25.826202, -80.282899)",PHONE,3,NA,27
18-10199340,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,17500 SW 154TH PL,Miami_Dade_County,Florida,33187,District 9,20185,2018-05-21,2018-05-21,NA,OPEN,839589.748,462152.514,25.604004,-80.443408,"17500 SW 154TH PL
MIAMI, Florida 33187
(25.604004, -80.443408)",PHONE,3,NA,27
18-10199453,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,17165 NW 41ST AVE,City_of_Miami_Gardens,Florida,33055,District 1,20185,2018-05-21,2018-05-21,NA,OPEN,896784.935,581055.874,25.930371,-80.267857,"17165 NW 41ST AVE
MIAMI, Florida 33055
(25.930371, -80.267857)",PHONE,3,NA,27
18-10199484,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,3030 NW 162ND ST,City_of_Miami_Gardens,Florida,33054,District 1,20185,2018-05-21,2018-05-28,NA,OPEN,902205.873,577879.75,25.921549,-80.251418,"3030 NW 162ND ST
MIAMI, Florida 33054
(25.921549, -80.251418)",PHONE,3,NA,27
18-10199498,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,435 NE 164TH ST,Miami_Dade_County,Florida,33162,District 2,20185,2018-05-21,2018-05-21,NA,OPEN,921894.123,579527.309,25.92576,-80.19149,"435 NE 164TH ST
MIAMI, Florida 33162
(25.92576, -80.19149)",PHONE,3,NA,27
18-10207439,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NE 69TH ST & BISCAYNE BLVD,City_of_Miami,Florida,33138,District 3,20185,2018-05-25,2018-05-25,NA,OPEN,924443.372,547980.094,25.838925,-80.184331,"NE 69TH ST &amp; BISCAYNE BLVD
MIAMI, Florida 33138
(25.838925, -80.184331)",PHONE,3,NA,23
18-10199582,LOST PET,NA,Animal_Services,Animal Services,1176 NW 47TH ST,City_of_Miami,Florida,33127,District 3,20185,2018-05-21,2018-05-21,NA,OPEN,914209.309,540265.935,25.817874,-80.215584,"1176 NW 47TH ST
MIAMI, Florida 33127
(25.817874, -80.215584)",PHONE,3,NA,27
18-10207919,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NW 57TH AVE & NW 7TH ST,City_of_Miami,Florida,33126,District 6,20185,2018-05-25,2018-05-25,NA,OPEN,890359.437,525630.374,25.777981,-80.28832,"NW 57TH AVE &amp; NW 7TH ST
MIAMI, Florida 33126
(25.777981, -80.28832)",PHONE,3,NA,23
18-10199798,LOST PET,NA,Animal_Services,Animal Services,7550 SW 31ST ST,Miami_Dade_County,Florida,33155,District 6,20185,2018-05-21,2018-05-21,NA,OPEN,880698.873,512065.184,25.7408,-80.317889,"7550 SW 31ST ST
MIAMI, Florida 33155
(25.7408, -80.317889)",PHONE,3,NA,27
18-10199840,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,2125 NW 82ND ST,Miami_Dade_County,Florida,33147,District 2,20185,2018-05-21,2018-05-21,NA,OPEN,908561.747,551759.935,25.849588,-80.232547,"2125 NW 82ND ST
MIAMI, Florida 33147
(25.849588, -80.232547)",PHONE,3,NA,27
18-10199911,TETHERED DOG,NA,Animal_Services,Animal Services,546 NW 8TH CT,City_of_Florida_City,Florida,33034,District 9,20185,2018-05-21,2018-05-21,NA,OPEN,824318.313,407645.925,25.454202,-80.490381,"546 NW 8TH CT
MIAMI, Florida 33034
(25.454202, -80.490381)",INHOUSE,14,NA,27
18-10199930,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,4438 NW 23RD AVE,Miami_Dade_County,Florida,33142,District 3,20185,2018-05-21,2018-05-21,NA,OPEN,908019.411,539446.205,25.815719,-80.234414,"4438 NW 23RD AVE
MIAMI, Florida 33142
(25.815719, -80.234414)",PHONE,3,NA,27
18-10200193,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,14395 W DIXIE HWY,Miami_Dade_County,Florida,33161,District 2,20185,2018-05-21,2018-05-21,NA,OPEN,928944.249,573087.372,25.907921,-80.170165,"14395 W DIXIE HWY
MIAMI, Florida 33161
(25.907921, -80.170165)",PHONE,3,NA,27
18-10200609,LOST PET,NA,Animal_Services,Animal Services,2994 SW 26TH ST,City_of_Miami,Florida,33133,District 7,20185,2018-05-21,2018-05-21,NA,OPEN,905646.686,513021.219,25.743056,-80.242088,"2994 SW 26TH ST
MIAMI, Florida 33133
(25.743056, -80.242088)",PHONE,3,NA,27
18-10208919,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,1155 SE 10TH CT,City_of_Hialeah,Florida,33010,District 6,20185,2018-05-27,2018-05-30,NA,OPEN,899887.971,538310.724,25.812723,-80.259149,"1155 SE 10TH CT
MIAMI, Florida 33010
(25.812723, -80.259149)",WEB,3,NA,21
18-10209764,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,10701 NW 58TH ST,City_of_Doral,Florida,33178,District 12,20185,2018-05-29,2018-05-30,NA,OPEN,863272.097,543159.54,25.826588,-80.370376,"10701 NW 58TH ST
MIAMI, Florida 33178
(25.826588, -80.370376)",PHONE,3,NA,19
18-10212145,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,15200 SUNSET DR,Miami_Dade_County,Florida,33193,District 11,20185,2018-05-30,2018-05-30,NA,OPEN,840925.502,496601,25.698769,-80.438912,"15200 SUNSET DR
MIAMI, Florida 33193
(25.698769, -80.438912)",PHONE,3,NA,18
18-10212185,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,284 NW 46TH ST,City_of_Miami,Florida,33127,District 3,20185,2018-05-30,2018-05-30,NA,OPEN,918881.309,540158.186,25.8175,-80.201385,"284 NW 46TH ST
MIAMI, Florida 33127
(25.8175, -80.201385)",PHONE,3,NA,18
18-10212652,ILLEGAL DUMPING / LITTER,NA,COM_Code_Enforcement,COM_Code_Enforcement,4281 SW 5TH TER,City_of_Miami,Florida,33134,District 6,20185,2018-05-30,2018-05-30,NA,OPEN,898019.373,521607.218,25.766797,-80.265112,"4281 SW 5TH TER
MIAMI, Florida 33134
(25.766797, -80.265112)",WEB,7,NA,18
18-10212767,DOG TRAP REQUEST,NA,Animal_Services,Animal Services,21200 SW 115TH RD,Miami_Dade_County,Florida,33177,District 9,20185,2018-05-30,2018-05-30,NA,OPEN,860747.497,449807.656,25.56978,-80.379384,"21200 SW 115TH RD
MIAMI, Florida 33177
(25.56978, -80.379384)",PHONE,12,NA,18
18-10212834,STRAY DOG PICK UP - MD,NA,Animal_Services,Animal Services,234 NE 3RD ST,City_of_Miami,Florida,33132,District 5,20185,2018-05-30,2018-05-30,NA,OPEN,922828.137,525421.13,25.77689,-80.189664,"234 NE 3RD ST
MIAMI, Florida 33132
(25.77689, -80.189664)",PHONE,2,NA,18
18-10213030,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,3550 NW 42ND AVE,City_of_Miami_Springs,Florida,33142,District 6,20185,2018-05-30,2018-05-30,NA,OPEN,898153.237,536452.289,25.807637,-80.264454,"3550 NW 42ND AVE
MIAMI, Florida 33142
(25.807637, -80.264454)",PHONE,3,NA,18
